data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1632362,466,MLI2061,2061,6-Jun-18,2018,1,Remote violence,Al Mourabitoune Battalion,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Gao,Bourem,Tarkint,Tarkint,17.4794,0.1169,2,Walid Le Berbere,Local,"On June 6, presumed Al-Mourabitoun militants targeted the Malian army camp in Tarkint with seven mortar shells which did not reach the target.",0,1528732355,MLI
1632361,466,MLI2060,2060,5-Jun-18,2018,1,Remote violence,Ansaroul Islam,,2,Civilians (Mali),,7,27,Western Africa,Mali,Mopti,Douentza,Mondoro,Niangassagou,14.6527,-1.7781,2,Walid Le Berbere,Local,"On June 5, three civilians aboard a motorbike taxi were killed by an IED detonation between Niangassadiou and Toikana, Mopti, the IED was most likely planted by Ansaroul Islam militants.",3,1528732355,MLI
1632360,466,MLI2059,2059,4-Jun-18,2018,1,Battle-No change of territory,MSA: Movement for Azawad Salvation,GATIA: Imghad Tuareg and Allies Self-Defense Group,3,Islamic State (Greater Sahara),,2,23,Western Africa,Mali,Gao,Menaka,Menaka,Infoukaretane,15.7037,2.4403,2,Menastream,Other-Local,"On June 4, MSA claimed to have killed six ISGS militants including a lieutenant and arrested another in the area of Tabarde, near Infoukaretane, Menaka, MSA also acknowledged three dead and three wounded in its ranks.",9,1528732355,MLI
1866177,466,MLI2057,2057,3-Jun-18,2018,1,Battle-No change of territory,Alliance for the Salvation of the Sahel,,4,Dogon Amassagou,,4,44,Western Africa,Mali,Mopti,Bandiagara,Sangha,Sangha,14.464,-3.3085,2,Menastream,Other-Local,"On June 3, Fulani militiamen killed four Dozos (Dogon Amassagou) near the village of Amadoua in the area of Sangha, in retribution for an attack by Dozos against a group of civilians travelling from Bankass toward Diankabou.",4,1537560359,MLI
1632359,466,MLI2058,2058,3-Jun-18,2018,1,Violence against civilians,Dogon Amassagou,,3,Civilians (Mali),Fulani Ethnic Group (Mali),7,37,Western Africa,Mali,Mopti,Koro,Madougou,Bombou,14.4347,-3.2323,2,Menastream,Other-Local,"On June 3, Dozos (Dogon Amassagou) attacked a group of Fulani civilians travelling from Bankass toward Diankabou, one civilian was killed while two children of the group managed to escape and reach Bombou, ten others went missing, no news about their fate.",1,1528732355,MLI
1618058,466,MLI2054,2054,2-Jun-18,2018,1,Battle-No change of territory,Ansar Dine,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,28,Western Africa,Mali,Kidal,Kidal,Kidal,Kidal,18.44,1.41,1,Studio Tamani; Menastream,Other-Local,"On June 2, presumed Ansar Dine militants attacked the MINUSMA base in Kidal by targeting it with eight mortar shells/rockets while militants and peacekeepers exchanged heavy gunfire, no casualties were reported although the attack caused material damages.",0,1528119778,MLI
1618059,466,MLI2055,2055,2-Jun-18,2018,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2013-),,1,15,Western Africa,Mali,Bamako,Bamako,Kalban-Coro,Bamako,12.65,-8,1,Jeune Afrique,International,"On June 2, a march organized by the Malian opposition who said they were protesting for transparent elections and equal access to public radio and television turned violent when security forces fired warning shots with live ammunition and dispersed the crowd by firing with teargas, at least 16 people including a policeman were wounded in the confrontation.",0,1528119778,MLI
1632357,466,MLI2056,2056,2-Jun-18,2018,1,Battle-No change of territory,Military Forces of Mali (2013-),,1,Ansaroul Islam,,2,12,Western Africa,Mali,Mopti,Douentza,Mondoro,Moniekana,14.6769,-1.6689,2,Menastream,Other-Local,"On June 2, the Malian army killed two presumed Ansaroul Islam militants, destroyed two motorbikes and seized 20kg of ammunition in the forest of Moungnoukana, Mopti, near the BurkinaFaso border.",2,1528732355,MLI
1866176,466,MLI2073,2073,1-Jun-18,2018,1,Battle-No change of territory,Alliance for the Salvation of the Sahel,,4,Dogon Amassagou,,4,44,Western Africa,Mali,Mopti,Douentza,Mondoro,Niangassagou,14.6527,-1.7781,2,Menastream,Other-Local,"On June 1, ASS militiamen claimed to have killed two Dozos in the area of Niangassadiou.",2,1537560359,MLI
1866184,466,MLI2052,2052,31-May-18,2018,1,Battle-No change of territory,Alliance for the Salvation of the Sahel,,4,Dozo Militia,,4,44,Western Africa,Mali,Segou,Macina,Souleye,Goumba,13.9321,-5.0911,1,Fulani Newsmedia (Facebook),Other,"On May 31, a Fulani self-defense group claimed to have killed at least 10 Dozos and seized a pick-up truck and equipment in the village of Goumba, local sources believe that it was Katiba Macina militants who carried out an attack.",10,1537560359,MLI
1618055,466,MLI2051,2051,30-May-18,2018,1,Battle-No change of territory,Islamic State (Greater Sahara),,2,MSA: Movement for Azawad Salvation,GATIA: Imghad Tuareg and Allies Self-Defense Group,3,23,Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kakane,15.9001,1.2625,2,Menastream,Other,"On May 30, presumed ISGS militants aboard motorbikes opened fire against an MSA-GATIA convoy in the area of In-Kakane, Menaka, two MSA and one GATIA militiaman wounded.",0,1528119778,MLI
1618054,466,MLI2050,2050,29-May-18,2018,1,Riots/Protests,Rioters (Mali),,5,Police Forces of Mali (2013-),,1,15,Western Africa,Mali,Sikasso,Yanfolila,Yallankoro-Soloba,Bougoudale,11.25,-8.45,2,"Mali Actu, Maliweb",Subnational,"On May 29, gold diggers equipped with machetes and shotguns carried out a violent protest at a minig site in Bougoudale which ensued in heavy clashes with security forces who shot dead four gold diggers and wounded thirty others.",4,1528119778,MLI
1866118,466,MLI2049,2049,28-May-18,2018,1,Violence against civilians,Katiba Macina,,2,Civilians (Mali),Government of Mali (2013-),7,27,Western Africa,Mali,Mopti,Mopti,Mopti,Mopti,14.4891,-4.1928,2,Walid Le Berbere,Local,"On May 28, presumed Katiba Macina militants abducted the Mopti Court interpreter at his home a few kilometers southeast of the town of Mopti.",0,1537560359,MLI
1866117,466,MLI2047,2047,27-May-18,2018,1,Violence against civilians,Katiba Macina,,2,Civilians (Mali),,7,27,Western Africa,Mali,Mopti,Tenenkou,Diaka,Kara,14.1587,-5.015,1,Walid Le Berbere,Local,"On May 27, presumed Katiba Macina militants abducted three civilians in their fields in the village of Kara near Diafarabe.",0,1537560359,MLI
1618052,466,MLI2048,2048,27-May-18,2018,1,Violence against civilians,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,Civilians (Mali),Arab Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Talataye,Tamkoutat,16.4032,0.9921,2,Walid Le Berbere; Menastream,Other-Local,"On May 27, GATIA militiamen abducted three Arabs (respectively from the tribes of Ahel Taleb, Iskakna and Limazil) in the area of Tamkoutat.",0,1528119778,MLI
1614155,466,MLI2036,2036,26-May-18,2018,1,Violence against civilians,Islamist Militia (Mali),,3,Civilians (Mali),,7,37,Western Africa,Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,2,Menastream,Other-Local,"On May 26, presumed Islamist militants assassinated five civilians near Talataye.",5,1527542653,MLI
1614156,466,MLI2037,2037,26-May-18,2018,1,Battle-No change of territory,Islamist Militia (Mali),,3,MSA: Movement for Azawad Salvation,,3,33,Western Africa,Mali,Gao,Ansongo,Talataye,Talataye,16.5333,1.5167,2,Menastream,Other-Local,"On May 26, presumed Islamist militants attacked an MSA checkpoint near Talataye and killed at least four militiamen and wounded two others.",4,1527542653,MLI
1614154,466,MLI2035,2035,22-May-18,2018,1,Battle-No change of territory,Arab Ethnic Militia (Mali),,4,MSA: Movement for Azawad Salvation,GATIA: Imghad Tuareg and Allies Self-Defense Group,3,34,Western Africa,Mali,Gao,Menaka,Menaka,In Nazour,15.862,2.1074,1,Menastream,Other-Local,"On May 22, clashes between MSA-GATIA militiamen and Arabs in the area of Inazole, Menaka, at least 3 dead reported in the ranks of MSA-GATIA including the officer Sidiham Ag Almaka, 2 reported dead in the ranks of the Arabs including Moctar Ould Libnine who led a smaller group in the area.",5,1527542653,MLI
1866183,466,MLI2043,2043,22-May-18,2018,1,Battle-No change of territory,Alliance for the Salvation of the Sahel,,4,Dozo Militia,Dogon Ethnic Group (Mali),4,44,Western Africa,Mali,Mopti,Koro,Dioungani,Tondo Erkokoni,14.2579,-2.5728,2,ExNezGros (Twitter); MDAC,Local-National,"On May 22, the Alliance for the Salvation of the Sahel attacked Dozos in the area of Tondo, killing four while one militiaman of the Fulani militia was wounded, the Malian army subsuequently arrested three suspected assailants.",4,1537560359,MLI
1618048,466,MLI2044,2044,22-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),Fulani Ethnic Group (Mali),7,17,Western Africa,Mali,Mopti,Tenenkou,Tenenkou,Ganguel,14.3343,-4.7746,2,Kisal; ExNezGros (Twitter),Other-Local,"On May 22, Malian soldiers killed two Fulani herdsmen in the Ganguel area of Tenenkou.",2,1528119778,MLI
1618049,466,MLI2045,2045,22-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),,7,17,Western Africa,Mali,Mopti,Tenenkou,Tenenkou,Tenenkou,14.4572,-4.9169,2,ExNezGros (Twitter),Local,"On May 22, The Malian army killed three individuals near Tenenkou.",3,1528119778,MLI
1618050,466,MLI2046,2046,22-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),Fulani Ethnic Group (Mali),7,17,Western Africa,Mali,Mopti,Douentza,Dianvely,Okoyeri,14.8269,-2.9152,2,Kisal; MDAC,Other-National,"On May 22, the Malian army shot dead three Fulani herdsmen who were watering their animals at a well in the area of Okoyeri-Bamgel, although the Malian ministry of defense claimed they were militants.",3,1528119778,MLI
1866116,466,MLI2033,2033,21-May-18,2018,1,Violence against civilians,Katiba Macina,,2,Civilians (Mali),,7,27,Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Goua,14.2328,-4.9537,1,Agence France Presse; Maliweb,National-International,"On May 21, presumed Katiba Macina militants killed two civilians in the village of Waaka (Goua).",2,1537560359,MLI
1866182,466,MLI2034,2034,21-May-18,2018,1,Strategic development,Alliance for the Salvation of the Sahel,,4,,,0,40,Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,3,Menastream,Other-Local,"Change to armed group: On May 21, a new Fulani armed self-defense group named Alliance for the Salvation of the Sahel was announced to have been founded in the areas of Koro, Djenne and Douentza with the stated aim to protect the Fulani community.",0,1537560359,MLI
1745388,466,MLI2025,2025,19-May-18,2018,1,Battle-No change of territory,Dozo Militia,,4,Fulani Ethnic Militia (Mali),Herders (Mali),4,44,Western Africa,Mali,Mopti,Koro,Madougou,Bombou,14.4347,-3.2323,1,Menastream,Other-Local,"On May 19, Dozo militiamen attacked the Fulani village of Bombou, the attack was repelled, although a boy was killed in the crossfire.",1,1536004223,MLI
1607886,466,MLI2024,2024,19-May-18,2018,1,Violence against civilians,Dozo Militia,,4,Civilians (Mali),Fulani Ethnic Group (Mali),7,47,Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,2,Menastream,Other-Local,"On May 19, Dozo militiamen killed a Fulani shepherd at the outskirts of Koro.",1,1526931416,MLI
1617820,466,MLI2022,2022,19-May-18,2018,1,Battle-No change of territory,Ansaroul Islam,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Mopti,Mopti,Boulikessi,Boulikessi,14.7953,-1.3181,1,Agence France Presse,International,"On May 19, a presumed Ansaroul Islam member opened fire and shot dead a Malian soldier at the market in Boulkessi.",1,1528119778,MLI
1866115,466,MLI2023,2023,19-May-18,2018,1,Battle-No change of territory,Katiba Macina,,2,Dozo Militia,,4,24,Western Africa,Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,Menastream,Other-Local,"On May 19, presumed Katiba Macina militants killed six Dozos near the village of Nawalouma, area of Ke-Macina.",6,1537560359,MLI
1876574,466,MLI2042,2042,19-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,2,Civilians (Mali),,7,27,Western Africa,Mali,Mopti,Douentza,Mondoro,Boulikessi,14.7953,-1.3181,1,Agence France Presse,International,"On May 19, a group of Malian soldiers shot dead 12 civilians in revenge for the killing of one of their collegues at the market in Boulkessi.",12,1538417359,MLI
1866114,466,MLI2021,2021,17-May-18,2018,1,Violence against civilians,Katiba Macina,,2,Civilians (Mali),,7,27,Western Africa,Mali,Mopti,Tenenkou,Togoro Kotia,Kadial,14.652,-4.4391,2,Menastream,Other-Local,"On May 17, presumed Katiba Macina militants abducted two teachers working at the secondary school of Tenenkou between Kadial and Mopti. The teachers were later released.",0,1537560359,MLI
1607882,466,MLI2020,2020,16-May-18,2018,1,Violence against civilians,MSA: Movement for Azawad Salvation,,3,Civilians (Mali),CMA: Coordination of Movements of the Azawad,7,37,Western Africa,Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,Menastream,Other-Local,"On May 16, the president of the regional CMA office in Menaka, , Siguidi Ag Madit was abducted by MSA militiamen, Ag Madit was later released.",0,1526931416,MLI
1617819,466,MLI2019,2019,16-May-18,2018,1,Violence against civilians,Islamic State (Greater Sahara),,3,Civilians (Mali),Tuareg Ethnic Group (Mali); HCUA: High Council for the Unity of Azawad,7,37,Western Africa,Mali,Mopti,Douentza,Gandamia,Tin Habou,15.1932,-2.6689,1,Menastream; Kibaru,Other-Local,"On May 16, Islamic State militants abducted and later executed Imouchag notable in the village of Tin Habou, worth noting that the concerned individual together with other local notables announced they had left GATIA to join HCUA the day before.",1,1528119778,MLI
1607880,466,MLI2018,2018,16-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),GATIA: Imghad Tuareg and Allies Self-Defense Group,7,37,Western Africa,Mali,Gao,Gao,Djebock,Imenas,16.3061,0.7175,2,Menastream,Other-Local,"On May 16, unknown gunmen abducted an individual associated with GATIA in the area of Samayte, commune of Anchawadi.",0,1526931416,MLI
1866113,466,MLI2017,2017,15-May-18,2018,1,Battle-No change of territory,Katiba Macina,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,Menastream,Other-Local,"On May 15, presumed Katiba Macina militants clashed with the Malian army near Diafarabe, the soldiers abandoned four vehicles including two technicals with heavy machine guns mounted.",0,1537560359,MLI
1866170,466,MLI2016,2016,15-May-18,2018,1,Violence against civilians,Katiba Serma,,2,Civilians (Mali),,7,27,Western Africa,Mali,Mopti,Douentza,Haire,Toupere,15.0046,-2.0851,1,Menastream,Other-Local,"On May 15, presumed Katiba Serma militants assassinated the imam of Toupere at his home in Toupere, southeast of Boni.",1,1537560359,MLI
1614150,466,MLI2031,2031,15-May-18,2018,1,Riots/Protests,Rioters (Mali),,5,,,0,50,Western Africa,Mali,Kayes,Kayes,Sadiola,Sadiola,13.8912,-11.6928,1,Mali Actu; Maliweb,Subnational,"On May 15, women in Sadiola set up barricades and burned tires in protest against the limited access to water.",0,1527542653,MLI
1614151,466,MLI2032,2032,15-May-18,2018,1,Riots/Protests,Protesters (Mali),CRNOP: Collective of Non-Operational Regions,6,,,0,60,Western Africa,Mali,Sikasso,Bougouni,Bougouni,Bougouni,11.417,-7.479,1,Mali Actu; Niarela,Subnational,"On May 15, a large crowd of people responded to the call by CRNOP and marched in Bougouni demanding the operationalisation of 9 out 11 non-operational regions in accordance with the law on the creation of 11 new regions, adopted by the national assembly and promulgated by former president Amadou Toumani Toure in 2012.",0,1527542653,MLI
1618044,466,MLI2040,2040,15-May-18,2018,1,Violence against civilians,Dozo Militia,,4,Civilians (Mali),Fulani Ethnic Group (Mali),7,47,Western Africa,Mali,Segou,Macina,Kokry,Kokry,13.9604,-5.5154,2,Kisal,Other-Local,"On May 15, Dozo militiamen entered a Fulani hamlet in the area of Kokry, the hamlet chief was killed and his body mutilated, an elderly person was severely mistreated and others abducted, belongings were also seized.",1,1528119778,MLI
1618045,466,MLI2041,2041,15-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),Fulani Ethnic Group (Mali),7,17,Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Diafarabe,14.1409,-5.0169,2,Kisal,Other-Local,"On May 15, Malian army vehicles enter the Fulani hamlet of Oumarou Hamidou following an air raid by the air force, the soldiers tied up the hamlet chief and his son who were burned alive, eight others including two children were also killed.",10,1528119778,MLI
1613972,466,MLI2015,2015,14-May-18,2018,1,Battle-No change of territory,Unidentified Armed Group (Mali),,3,Vigilante Militia (Mali),,4,34,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,Menastream,Other-Local,"On May 14, unknown gunmen attempted to assassinate a Ganda Koy leader who was gunshot wounded in the Abaradjou neighborhood of Timbuktu, one assailant was wounded after being lynched by mob while the other escaped.",0,1527542653,MLI
1607875,466,MLI2013,2013,14-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),Fulani Ethnic Group (Mali),7,17,Western Africa,Mali,Mopti,Tenenkou,Diaka,Gande-Dialaba,14.2967,-4.9615,1,Kisal,Other-Local,"On May 14, the Malian army reportedly killed ten children between five and thirteen years old in the village of Gande-Dialaba.",10,1526931416,MLI
1618043,466,MLI2039,2039,14-May-18,2018,1,Violence against civilians,Military Forces of Mali (2013-),,1,Civilians (Mali),Fulani Ethnic Group (Mali),7,17,Western Africa,Mali,Mopti,Tenenkou,Diondori,Diondiori,14.6117,-4.7766,1,Kisal,Other-Local,"On May 14, the Malian army arrested a man in Diondiori who subsequently was subjected to severe torture by burning and electrocution, the victim sustained injuries that would require amputations in order to save his life.",0,1528119778,MLI
1883981,466,MLI2014,2014,14-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Gandakoy Ethnic Group (Mali),7,37,Western Africa,Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.77,-3.006,1,Menastream,Other-Local,"On May 14, unknown gunmen attempted to assassinate a Ganda Koy leader who was gunshot wounded in the Abaradjou neighborhood of Timbuktu, one assailant was wounded after being lynched by mob while the other escaped.",0,1538773395,MLI
1607874,466,MLI2012,2012,13-May-18,2018,1,Remote violence,Ansar Dine,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Military Forces of France,8,28,Western Africa,Mali,Kidal,Tessalit,Amachach,Amachach,20.3247,0.7308,2,Menastream,Other-Local,"On May 13, a rocket/mortar attack targeted the joint MINUSMA and Barkhane base in Amachach, Tessalit without causing casualties or material damages. The attack was presumably carried out by Ansar Dine militants.",0,1526931416,MLI
1607873,466,MLI2011,2011,13-May-18,2018,1,Remote violence,Ansar Dine,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Military Forces of France,8,28,Western Africa,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,Menastream,Other-Local,"On May 13, Three MINUSMA peacekeepers of the Chadian contingent were severely wounded by the explosion of an IED/mine in the area of Aguelhok, Kidal Region. The IED was most likely planted by Ansar Dine militants.",0,1526931416,MLI
1614147,466,MLI2028,2028,13-May-18,2018,1,Riots/Protests,Rioters (Mali),,5,,,0,50,Western Africa,Mali,Koulikouro,Dioila,Guegneka,Fana,12.7787,-6.9564,1,Mali Actu; PANAPRESS,Subnational-Regional,"On May 13, residents in Fana ransacked the gendarmerie, set fire on vehicles and motorbikes and also attacked shops and bars in protest against the killing of an albino girl who was abducted and found beheaded a day earlier.",0,1527542653,MLI
1745387,466,MLI2029,2029,13-May-18,2018,1,Battle-No change of territory,Fulani Ethnic Militia (Mali),Herders (Mali),4,Dogon Ethnic Militia (Mali),,4,44,Western Africa,Mali,Mopti,Koro,Bondo,Dangatene,14.2333,-2.9725,1,Maliweb; Studio Tamani,Subnational-National,"On May 13, presumed Fulani militiamen attacked the Dogon village of Dangatene, the attack was repelled and one assailant killed.",1,1536004223,MLI
1614149,466,MLI2030,2030,13-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Government of Mali (2013-),7,37,Western Africa,Mali,Gao,Ansongo,Ansongo,Tin Tenerin,15.5108,0.1921,2,Maliweb; Studio Tamani,Subnational-National,"On May 13, unknown gunmen aboard motorbikes assaulted the third deputy major of Ansongo and his team while they were returning from a tax-collecting mission at the market in Bazi-Gourma (near Tin-Tenerin), the group was violently assaulted and stripped of their belongings.",0,1527542653,MLI
1603310,466,MLI2008,2008,12-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Dawsahak Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Talataye,Takarat,15.7796,1.7572,2,Menastream,Other-Local,"On May 12, unknown gunmen attacked a Dawsahak camp in the area of Takaghat, killing six individuals.",6,1526319991,MLI
1614146,466,MLI2027,2027,12-May-18,2018,1,Violence against civilians,Vigilante Militia (Mali),,4,Civilians (Mali),,7,47,Western Africa,Mali,Koulikouro,Dioila,Guegneka,Fana,12.7787,-6.9564,1,Mali Actu; PANAPRESS,Subnational-Regional,"On May 12 unknown assailants abducted and killed an albino girl in Fana. The followind day, residents in Fana ransacked the gendarmerie, set fire on vehicles and motorbikes and also attacked shops and bars in protest against the attack.",1,1527542653,MLI
1607872,466,MLI2010,2010,11-May-18,2018,1,Remote violence,Ansar Dine,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),,8,28,Western Africa,Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,Menastream,Other-Local,"On May 11, a rocket/mortar attack targeted the MINUSMA base in Aguelhok without causing casualties or material damages. The attack was presumably carried out by Ansar Dine militants.",0,1526931416,MLI
1603309,466,MLI2007,2007,11-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Government of Mali (2013-),7,37,Western Africa,Mali,Mopti,Douentza,Douentza,Douentza,14.9951,-2.9517,2,Studio Tamani,Other-Local,"On May 11, unknown gunmen aboard motorbikes abducted the mayor of Inadjatafane, the former mayor of Boni and a councillor of the education academy of Douentza between Douentza and Bore, the vehicle they were travelling in was also seized by the assailants.",0,1526319991,MLI
1607871,466,MLI2009,2009,9-May-18,2018,1,Remote violence,Ansar Dine,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-),Military Forces of France,8,28,Western Africa,Mali,Kidal,Tessalit,Amachach,Amachach,20.3247,0.7308,2,Menastream,Other-Local,"On May 9, a rocket/mortar attack targeted the joint MINUSMA and Barkhane base in Amachach, Tessalit without causing casualties or material damages. The attack was presumably carried out by Ansar Dine militants.",0,1526931416,MLI
1603308,466,MLI2006,2006,9-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Dawsahak Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kakane,15.9001,1.2625,2,Kibaru,Other-Local,"On May 9, unknown gunmen attacked a transport vehicle carrying marketgoers from the Dawsahak community in the area of In-Kakane, killing six and wounding three others including one severely. On the same day, unknown gunmen attacked a Dawsahak camp also in the area of In-Kakane, killing three civilians.",9,1526319991,MLI
1883980,466,MLI2005,2005,8-May-18,2018,1,Remote violence,Katiba Salaheddine,,2,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,23,Western Africa,Mali,Gao,Gao,Djebock,Djebok,16.346,0.307,2,Menastream; Kibaru,Other-Local,"On May 8, a GATIA vehicle was struck by an IED on the road between Djebock and Ahina, one GATIA militiaman was killed in the explosion and two other severely wounded. The IED was presumably carried out by Katiba Salaheddine militants. Sultan Ould Bady's Katiba Salah Eddine defected from JNIM's Katiba Macina to the Islamic State in the Greater Sahara led by Adnan Abu Walid al-Sahrawi in February 2018.",1,1538773395,MLI
1603306,466,MLI2004,2004,7-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Dawsahak Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Talataye,Takarat,15.7796,1.7572,2,Menastream; Kibaru,Other-Local,"On May 7, unknown gunmen aboard motorbikes attacked a Dawsahak camp in the area of Takaghat, southeast of In-Deliman, killing a man and burning tents.",1,1526319991,MLI
1603305,466,MLI2003,2003,6-May-18,2018,1,Violence against civilians,MSA: Movement for Azawad Salvation,GATIA: Imghad Tuareg and Allies Self-Defense Group,3,Civilians (Mali),Ibogholitane Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Kakane,15.9001,1.2625,2,Menastream; Kibaru,Other-Local,"On May 6, presumed MSA and GATIA militiamen arrested and executed two individuals, one from the Arab community and the other from the Ibogholitane in the area of In-Kakakane.",2,1526319991,MLI
1745386,466,MLI2026,2026,6-May-18,2018,1,Riots/Protests,Rioters (Mali),,5,Military Forces of Guinea (2010-) Gendarmerie,Rioters (Guinea),8,58,Western Africa,Mali,Koulikouro,Kangaba,Benkadi,Kouremale,11.95,-8.7833,1,Mali Actu,Subnational,"On May 6, Malian youth threw stones against the Guinean border gendarmerie post in the town of Kouremale in protest against the arrest of two people who were part of a marriage cortege who wanted and attempted to force their way across the border into Guinea, the gendarmes fired warning shots while Guinean youths set Malian-owned shops and trucks ablaze.",0,1536004223,MLI
1866112,466,MLI1995,1995,5-May-18,2018,1,Battle-No change of territory,Katiba Macina,,2,Dozo Militia,,4,24,Western Africa,Mali,Mopti,Tenenkou,Diafarabe,Mamba,14.0777,-4.9844,2,Menastream,Other-Local,"On May 5, presumed Katiba Macina militants ambushed a group of Dozos near the village of Mamba, several killed and arms and motorbikes seized. Unknown fatalities coded as 10.",10,1537560359,MLI
1745385,466,MLI1994,1994,5-May-18,2018,1,Battle-No change of territory,Dozo Militia,Dogon Ethnic Group (Mali),4,Fulani Ethnic Militia (Mali),Herders (Mali),4,44,Western Africa,Mali,Mopti,Koro,Madougou,Bombou,14.4347,-3.2323,1,Menastream,Other-Local,"On May 5, Dozos attacked the Fulani village of Bombou, several huts were burned and one Dozo and one Fulani killed amidst exchanges of gunfire.",2,1536004223,MLI
1600156,466,MLI1993,1993,3-May-18,2018,1,Violence against civilians,GATIA: Imghad Tuareg and Allies Self-Defense Group,,3,Civilians (Mali),Ibogholitane Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Menaka,Anderamboukane,Tendabakar,15.4185,2.9541,1,Menastream,Other-Local,"On May 3, GATIA militiamen attacked a Ibogilitane camp in Tendabakar, killing six civilians, it is believed that the killings were carried out in revenge for an attack against an Idarfane camp two days earlier, with the Ibogilitane accused of having either attacked or aided the assailants.",6,1525715434,MLI
1600155,466,MLI1992,1992,3-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),,7,37,Western Africa,Mali,Mopti,Tenenkou,Diondori,Diondiori,14.6117,-4.7766,2,Menastream,Other-Local,"On May 3, unknown gunmen shot dead two civilians coming from the village of Ouro Boubou near Diondori.",2,1525715434,MLI
1603304,466,MLI2002,2002,3-May-18,2018,1,Violence against civilians,Unidentified Armed Group (Mali),,3,Civilians (Mali),Dawsahak Ethnic Group (Mali),7,37,Western Africa,Mali,Gao,Ansongo,Talataye,I-n-Deliman,16.1506,1.4277,2,Menastream; Kibaru,Other-Local,"On May 3, unknown gunmen assassinated two young Dawsahak in the area of Inazol while they were on their way to In-Delimane.",2,1526319991,MLI
1866111,466,MLI1991,1991,2-May-18,2018,1,Remote violence,Katiba Macina,,2,Military Forces of Mali (2013-),,1,12,Western Africa,Mali,Koulikouro,Nara,Guire,Boundjiguire,14.8841,-6.8435,2,Menastream,Other-Local,"On May 2, a Malian army vehicle was struck by an IED in the area of Boundjigire, two soldiers were wounded in the blast and the vehicle damaged. It was most likely Katiba Macina militants who planted the explosive device.",0,1537560359,MLI
